Measure,Sur_tstat,Sur_Pvalue
CTW,-1.76088656497063,0.0788916834706839
LZC,-1.62377572836986,0.105077440080014
SE,1.91959127856705,0.0554995463011707
MSE,-0.782394187234531,0.434367142821447
PE32,-2.15216337548695,0.0318803706340751
PE64,-0.226963204837666,0.820548581480083
