GA_tstat,GA_Pvalue,Sex_tstat,Sex_Pvalue,SexGA_tstat,SexGA_Pvalue,MomsAge_tstat,MomsAge_Pvalue
1.86596097742406,0.0632717945796586,1.31859448950698,0.188566868404604,-1.43946932207228,0.151326048239711,-1.90592206817261,0.0578600805933553
